name,club,league,country,age,position,secondary_position,market_value_million,overall_rating,potential,preferred_foot,height_cm,weight_kg,pace,shooting,passing,dribbling,defending,physical,play_style,work_rate,weak_foot,skill_moves
A. Horvat,Crystal Palace,Premier League,England,26,CAM,,40.8,82,86,Right,171,69,84,83,86,85,44,56,Creative Playmaker,High/Medium,3,3
S. Moreau,Crystal Palace,Premier League,England,31,RB,CB,22.0,77,80,Right,177,78,83,66,72,85,79,80,Traditional Winger,Medium/High,2,5
D. Popovic,Crystal Palace,Premier League,England,35,CM,CAM,26.0,78,82,Right,179,78,81,63,83,81,57,85,Box to Box,Medium/Medium,3,3
O. Schneider,Crystal Palace,Premier League,England,20,ST,RW,62.5,83,95,Right,175,78,88,87,69,80,27,73,Poacher,Medium/High,4,3
S. Muller,Crystal Palace,Premier League,England,27,GK,,37.6,83,84,Right,190,92,35,19,77,39,19,62,Sweeper Keeper,High/High,4,1
J. Lopez,Crystal Palace,Premier League,England,32,GK,,27.5,81,81,Right,187,89,44,28,65,36,17,75,Sweeper Keeper,Medium/High,2,1
M. Lopez,Crystal Palace,Premier League,England,17,LW,CAM,49.1,75,89,Right,174,73,86,80,79,79,57,57,Inverted Winger,Medium/High,2,2
K. Rossi,Crystal Palace,Premier League,England,17,LM,,49.6,74,90,Right,168,72,82,86,75,76,41,60,Traditional Winger,Low/Medium,4,4
J. Thomas,Crystal Palace,Premier League,England,29,CM,CDM,25.7,78,81,Right,185,82,67,81,78,81,61,75,Press Resistant,High/Low,5,2
S. Rodriguez,Crystal Palace,Premier League,England,28,ST,CF,7.4,72,72,Left,184,88,85,74,81,84,45,84,Poacher,High/Medium,2,4
L. Moreau,Crystal Palace,Premier League,England,22,CM,CDM,25.1,72,79,Left,189,92,69,72,77,80,59,88,Deep Playmaker,High/Low,4,1
D. Schmidt,Crystal Palace,Premier League,England,33,GK,,21.0,76,80,Right,189,92,42,22,74,34,22,65,Sweeper Keeper,High/Medium,4,1
J. Davies,Crystal Palace,Premier League,England,34,CB,CDM,9.0,73,74,Right,188,92,65,38,69,53,74,72,Ball Winner,High/Low,5,5
J. Fischer,Real Sociedad,La Liga,Spain,24,LW,CAM,41.2,80,86,Right,180,75,94,81,83,86,37,53,Inverted Winger,High/Low,2,4
D. Dubois,Real Sociedad,La Liga,Spain,19,CB,,39.2,72,86,Right,185,90,62,54,71,67,72,78,Ball Playing Defender,Medium/High,5,2
A. Oliveira,Real Sociedad,La Liga,Spain,27,LW,RM,21.1,74,79,Right,181,84,88,79,83,78,54,54,Inverted Winger,High/Low,5,1
S. Thomas,Real Sociedad,La Liga,Spain,29,LB,CB,11.2,74,74,Right,172,67,88,51,85,72,81,73,Traditional Winger,Medium/Medium,3,1
M. Weber,Real Sociedad,La Liga,Spain,29,RM,,26.2,80,80,Right,183,86,85,74,80,85,53,56,Inverted Winger,Medium/High,5,4
T. Silva,Real Sociedad,La Liga,Spain,28,CB,CDM,17.9,75,77,Right,185,88,80,36,57,54,77,80,Ball Playing Defender,Low/Medium,2,2
A. Santos,Real Sociedad,La Liga,Spain,18,CM,CDM,61.9,83,93,Left,188,89,83,62,88,86,55,76,Box to Box,Medium/High,5,5
J. Thomas,Real Sociedad,La Liga,Spain,32,RB,CB,28.0,80,82,Right,175,72,89,60,76,74,85,70,Traditional Winger,Medium/Medium,3,5
T. Dubois,Real Sociedad,La Liga,Spain,30,RM,,35.5,83,85,Right,178,75,91,83,90,87,60,65,Traditional Winger,Medium/High,2,2
M. Evans,Real Sociedad,La Liga,Spain,28,RW,ST,37.9,83,85,Left,177,76,94,74,75,89,37,73,Creative Playmaker,High/Medium,4,2
J. Garcia,Real Sociedad,La Liga,Spain,17,CB,CDM,62.1,79,95,Left,185,81,78,50,68,70,79,85,Ball Playing Defender,Low/Medium,4,2
M. Ferrari,Real Sociedad,La Liga,Spain,34,RB,,12.0,73,76,Right,175,74,86,56,74,83,81,68,Traditional Winger,High/Medium,4,1
J. Roberts,Real Sociedad,La Liga,Spain,19,LB,CB,39.7,74,85,Left,173,69,80,57,83,73,82,71,Traditional Winger,Low/Medium,4,2
M. Roberts,Real Sociedad,La Liga,Spain,28,CDM,,31.9,80,83,Right,190,92,84,77,83,77,81,77,Box to Box,Medium/Medium,5,3
C. Rodriguez,Real Sociedad,La Liga,Spain,28,LB,,32.4,82,82,Right,174,70,82,55,74,77,83,68,Press Resistant,High/High,2,1
M. Laurent,Real Sociedad,La Liga,Spain,25,ST,CF,43.5,82,87,Left,187,85,86,84,77,89,38,77,Poacher,High/Medium,5,2
D. Gonzalez,Real Sociedad,La Liga,Spain,17,LM,,44.6,72,88,Right,182,77,94,70,75,76,34,52,Traditional Winger,High/High,2,3
B. Popovic,Real Sociedad,La Liga,Spain,34,GK,,9.0,73,74,Right,193,90,37,19,60,48,16,66,Sweeper Keeper,High/Medium,5,1
J. Lopez,Real Sociedad,La Liga,Spain,18,CAM,,35.9,72,83,Left,178,78,86,73,84,75,51,60,Inverted Winger,Medium/Medium,4,5
L. Russo,Real Sociedad,La Liga,Spain,30,CDM,,30.0,82,82,Right,174,77,66,63,86,75,67,77,Ball Winner,High/Medium,3,4
M. Novak,Real Sociedad,La Liga,Spain,31,LW,LM,23.5,77,81,Right,179,78,89,85,81,82,45,58,Traditional Winger,Low/Medium,4,1
G. Schmidt,Real Sociedad,La Liga,Spain,30,RB,CB,40.0,83,88,Right,185,82,82,57,74,80,75,72,Traditional Winger,Medium/High,4,5
A. Smith,Real Sociedad,La Liga,Spain,34,CB,,28.0,80,82,Left,190,88,82,41,70,50,82,85,Ball Playing Defender,Medium/Medium,2,4
J. Martinez,Real Sociedad,La Liga,Spain,18,CB,CDM,46.4,75,88,Left,192,95,78,53,70,67,77,77,Ball Winner,Medium/Medium,5,5
N. Novak,Real Sociedad,La Liga,Spain,25,CB,CDM,28.0,77,80,Right,189,86,64,36,65,58,81,77,Ball Winner,High/High,5,3
D. Muller,Real Betis,La Liga,Spain,33,LW,LM,13.5,73,77,Right,183,81,83,81,79,76,38,55,Creative Playmaker,High/Low,5,5
H. Horvat,Real Betis,La Liga,Spain,22,GK,,36.6,76,84,Right,190,86,33,26,75,45,30,68,Sweeper Keeper,Low/Medium,3,1
L. Kovacic,Real Betis,La Liga,Spain,34,ST,CF,12.5,72,77,Right,190,90,81,76,72,75,33,89,Poacher,High/High,3,2
L. Roberts,Real Betis,La Liga,Spain,28,RW,ST,32.4,79,84,Left,184,86,96,78,85,84,43,55,Inverted Winger,Medium/Medium,3,3
H. Michel,Real Betis,La Liga,Spain,28,ST,RW,27.4,77,82,Right,176,72,86,82,75,79,37,73,Poacher,High/Medium,2,4
S. Evans,Real Betis,La Liga,Spain,27,GK,,35.1,82,83,Right,191,94,58,29,73,41,24,84,Sweeper Keeper,High/High,4,1
M. Santos,Real Betis,La Liga,Spain,29,RB,CB,25.2,79,80,Right,182,87,86,53,73,73,80,72,Traditional Winger,Medium/High,2,1
S. Simon,Real Betis,La Liga,Spain,23,RW,CAM,45.9,82,87,Right,185,86,95,84,83,84,59,55,Inverted Winger,Medium/High,5,3
J. Silva,Real Betis,La Liga,Spain,26,CB,RB,33.3,79,83,Right,193,95,75,45,57,59,80,80,Ball Winner,Medium/High,4,2
L. Brown,Real Betis,La Liga,Spain,22,CF,,49.1,81,89,Left,194,92,81,84,77,80,26,80,Poacher,Medium/Medium,2,3
A. Ferrari,Real Betis,La Liga,Spain,20,CM,CDM,36.5,75,83,Left,180,84,85,64,77,85,70,76,Box to Box,High/Low,3,2
J. Gonzalez,Real Betis,La Liga,Spain,34,CAM,,31.5,82,83,Right,174,75,92,76,77,87,30,58,Inverted Winger,High/Medium,2,4
G. Fischer,Real Betis,La Liga,Spain,17,CB,RB,49.6,77,88,Right,187,84,60,55,60,60,79,80,Ball Playing Defender,High/High,5,5
L. Martinez,Real Betis,La Liga,Spain,32,CF,,19.0,77,78,Right,184,79,85,83,80,80,32,72,Poacher,Low/Medium,3,4
J. Taylor,Real Betis,La Liga,Spain,33,RW,CAM,30.0,82,82,Right,178,76,83,82,80,86,39,65,Creative Playmaker,High/Low,5,2
L. Oliveira,Real Betis,La Liga,Spain,17,RM,,61.6,80,94,Right,185,89,95,83,75,85,44,64,Traditional Winger,Medium/High,4,2
K. Weber,Real Betis,La Liga,Spain,21,LB,,51.3,82,89,Right,178,78,84,65,84,76,75,74,Press Resistant,High/Medium,2,5
J. Rossi,Real Betis,La Liga,Spain,21,RW,ST,57.3,82,93,Right,168,69,92,79,90,85,37,69,Inverted Winger,High/Medium,4,4
K. Laurent,Real Betis,La Liga,Spain,35,CDM,,33.0,82,84,Right,187,87,68,73,82,83,78,72,Deep Playmaker,High/Medium,3,2
M. Costa,Real Betis,La Liga,Spain,19,LM,,37.2,73,84,Left,167,63,84,71,90,76,41,68,Inverted Winger,Low/Medium,2,1
D. Thomas,Real Betis,La Liga,Spain,18,CDM,,63.9,82,95,Right,188,85,65,79,87,78,68,83,Ball Winner,High/Low,5,1
T. Rossi,Real Betis,La Liga,Spain,27,LM,,38.6,81,86,Right,170,71,95,73,90,85,55,51,Traditional Winger,High/High,5,3
T. Williams,Real Betis,La Liga,Spain,30,CAM,,16.0,74,78,Left,169,70,91,70,79,77,38,74,Inverted Winger,Low/Medium,5,5
M. Popovic,Real Betis,La Liga,Spain,31,CAM,,21.0,76,80,Right,185,88,96,79,76,81,53,59,Creative Playmaker,Medium/High,2,1
L. Thomas,Athletic Club,La Liga,Spain,34,CB,,25.0,80,80,Right,188,89,82,31,63,70,82,78,Ball Winner,Medium/High,4,4
P. Santos,Athletic Club,La Liga,Spain,31,CB,CDM,30.5,81,83,Right,191,87,61,33,57,66,83,86,Ball Playing Defender,Medium/High,5,3
J. Rodriguez,Athletic Club,La Liga,Spain,28,GK,,23.4,76,80,Right,189,93,49,25,85,47,19,74,Sweeper Keeper,Medium/Medium,5,1
L. Oliveira,Athletic Club,La Liga,Spain,33,CF,,24.5,78,81,Right,178,78,92,81,66,89,29,88,Target Man,Medium/Medium,2,3
A. Silva,Athletic Club,La Liga,Spain,22,CB,RB,44.1,79,87,Right,183,82,63,43,66,60,84,81,Ball Playing Defender,High/Low,4,2
D. Brown,Athletic Club,La Liga,Spain,25,LW,CAM,43.0,83,86,Right,171,71,87,82,80,88,60,74,Traditional Winger,High/Low,4,4
T. Bianchi,Athletic Club,La Liga,Spain,34,CB,CDM,6.5,72,73,Left,194,90,75,40,67,57,75,75,Ball Winner,Medium/High,4,4
J. Jones,Athletic Club,La Liga,Spain,24,CAM,,24.2,72,80,Left,174,70,85,73,77,75,42,53,Creative Playmaker,Medium/Medium,5,3
L. Rodriguez,Athletic Club,La Liga,Spain,33,CDM,,10.0,74,74,Right,187,91,71,77,79,83,71,77,Ball Winner,Medium/High,3,1
L. Gonzalez,Athletic Club,La Liga,Spain,17,CM,CAM,56.6,78,92,Right,184,86,67,81,81,77,60,70,Ball Winner,Medium/High,2,1
B. Novak,Athletic Club,La Liga,Spain,28,ST,RW,31.4,81,82,Right,194,90,79,86,71,84,46,82,Target Man,High/Low,3,2
H. Fischer,Athletic Club,La Liga,Spain,21,GK,,55.8,82,92,Right,199,94,50,20,61,36,26,60,Sweeper Keeper,High/Low,4,1
L. Taylor,Athletic Club,La Liga,Spain,29,CM,CAM,18.7,74,79,Right,182,78,73,72,78,81,68,70,Deep Playmaker,Medium/High,5,1
M. Dubois,Athletic Club,La Liga,Spain,17,ST,,63.1,80,95,Right,180,80,76,84,73,87,37,75,Poacher,Medium/Medium,2,5
O. Dubois,Athletic Club,La Liga,Spain,20,ST,RW,62.5,83,95,Right,185,83,75,85,71,82,42,84,Poacher,High/Medium,2,2
M. Williams,Athletic Club,La Liga,Spain,31,CDM,,33.0,82,84,Left,190,85,66,77,87,80,81,87,Deep Playmaker,Medium/Medium,3,3
A. Pereira,Athletic Club,La Liga,Spain,33,ST,,31.5,82,83,Right,185,85,77,86,69,88,31,77,Target Man,Low/Medium,3,5
P. Schmidt,Athletic Club,La Liga,Spain,23,RM,,30.4,74,82,Right,165,70,82,87,75,79,46,74,Creative Playmaker,High/Medium,2,3
M. Laurent,Athletic Club,La Liga,Spain,21,LW,LM,53.3,81,91,Right,176,71,86,72,77,84,36,57,Traditional Winger,Medium/High,4,1
M. Costa,Athletic Club,La Liga,Spain,27,ST,RW,35.6,81,84,Right,179,81,88,83,71,89,44,90,Target Man,High/Low,5,3
I. Evans,Athletic Club,La Liga,Spain,18,CB,CDM,55.9,80,91,Right,196,93,75,44,68,62,85,79,Ball Playing Defender,High/High,5,3
C. Russo,Athletic Club,La Liga,Spain,32,RB,,37.5,82,87,Left,176,80,94,58,79,80,79,72,Traditional Winger,High/High,5,1
T. Laurent,Athletic Club,La Liga,Spain,34,CB,CDM,22.5,79,79,Left,194,91,67,49,61,51,84,77,Ball Playing Defender,High/Medium,4,3
A. Oliveira,Athletic Club,La Liga,Spain,27,RW,CAM,21.6,76,78,Right,166,67,84,84,83,81,42,67,Inverted Winger,High/High,3,2
J. Fischer,Athletic Club,La Liga,Spain,25,ST,,20.0,72,78,Left,181,85,90,75,67,78,27,80,Target Man,High/High,2,3
G. Davies,Lazio,Serie A,Italy,27,CM,CAM,34.6,80,84,Right,176,73,71,75,81,87,65,71,Ball Winner,High/Medium,5,4
M. Brown,Lazio,Serie A,Italy,20,ST,CF,48.0,79,88,Right,184,83,75,82,81,80,40,88,Target Man,High/Low,5,4
S. Silva,Lazio,Serie A,Italy,25,ST,,41.0,81,86,Right,186,89,84,84,70,84,43,80,Poacher,Low/Medium,4,3
A. Garcia,Lazio,Serie A,Italy,21,CM,CDM,54.8,81,92,Right,190,88,70,73,82,86,75,73,Press Resistant,Low/Medium,2,2
M. Russo,Lazio,Serie A,Italy,29,LB,RWB,24.2,78,80,Right,179,81,92,58,85,82,78,71,Press Resistant,High/High,2,1
D. Pereira,Lazio,Serie A,Italy,24,ST,,45.2,81,88,Right,181,79,81,84,78,75,40,71,Target Man,Medium/High,2,5
D. Russo,Lazio,Serie A,Italy,21,GK,,48.8,78,90,Right,196,92,33,17,77,43,22,61,Sweeper Keeper,Medium/Medium,5,1
J. Dubois,Lazio,Serie A,Italy,26,CDM,,14.3,72,75,Right,179,74,72,66,76,82,74,76,Press Resistant,Medium/Medium,5,4
G. Horvat,Lazio,Serie A,Italy,20,LW,CAM,59.0,81,94,Right,177,82,96,75,80,85,39,73,Inverted Winger,Low/Medium,4,3
A. Brown,Lazio,Serie A,Italy,26,CM,CAM,29.3,78,81,Right,180,81,84,68,83,85,73,75,Press Resistant,High/Low,3,5
J. Taylor,Lazio,Serie A,Italy,32,ST,RW,34.5,82,85,Left,181,80,93,86,80,76,43,74,Poacher,High/Low,5,3
J. Brown,Lazio,Serie A,Italy,24,RW,ST,37.7,78,85,Right,175,72,88,72,90,82,45,64,Traditional Winger,High/Medium,2,4
M. Novak,Lazio,Serie A,Italy,18,CB,,58.4,81,92,Right,184,89,77,31,73,58,83,87,Ball Playing Defender,Low/Medium,4,4
T. Schneider,Lazio,Serie A,Italy,33,LM,,12.5,72,77,Right,169,66,89,78,83,76,35,57,Inverted Winger,Medium/Medium,5,3
N. Davies,Lazio,Serie A,Italy,19,CAM,,60.2,81,94,Right,165,65,82,82,89,83,35,54,Traditional Winger,High/Low,2,1
C. Pereira,Lazio,Serie A,Italy,32,RM,,22.5,79,79,Left,170,70,95,77,82,81,50,67,Traditional Winger,High/Low,3,2
O. Roberts,Lazio,Serie A,Italy,32,ST,,20.0,75,80,Right,185,88,89,78,71,77,50,70,Target Man,High/Low,5,3
D. Rodriguez,Lazio,Serie A,Italy,35,GK,,38.5,83,87,Left,187,87,47,16,74,45,25,68,Sweeper Keeper,Low/Medium,5,1
G. Ferrari,Lazio,Serie A,Italy,18,ST,LW,64.9,83,95,Right,189,87,82,87,70,81,41,70,Poacher,High/Low,2,3
J. Esposito,Lazio,Serie A,Italy,34,CAM,,26.5,80,81,Right,185,90,96,77,90,84,45,75,Inverted Winger,Medium/Medium,2,4
D. Bianchi,Lazio,Serie A,Italy,27,CB,CDM,32.6,81,82,Left,186,88,63,46,70,53,81,85,Ball Winner,High/High,5,4
I. Davies,Lazio,Serie A,Italy,26,CB,,39.3,82,85,Right,190,90,64,31,57,68,82,81,Ball Playing Defender,High/High,5,1
S. Thomas,Lazio,Serie A,Italy,29,ST,RW,16.7,75,77,Right,183,80,75,78,73,75,42,89,Target Man,High/High,4,3
L. Dubois,Fiorentina,Serie A,Italy,22,CDM,,38.6,78,84,Left,178,75,76,82,82,79,83,87,Box to Box,Low/Medium,3,3
L. Russo,Fiorentina,Serie A,Italy,19,CM,CDM,34.7,72,83,Right,183,83,67,78,72,75,58,74,Ball Winner,Medium/High,5,5
O. Smith,Fiorentina,Serie A,Italy,21,GK,,46.8,79,88,Right,194,94,49,23,70,41,21,76,Sweeper Keeper,High/Low,4,1
L. Johnson,Fiorentina,Serie A,Italy,30,LW,ST,18.0,76,78,Left,165,63,92,86,77,78,33,66,Creative Playmaker,High/Low,4,5
M. Novak,Fiorentina,Serie A,Italy,22,GK,,36.1,77,83,Right,195,98,48,25,67,43,25,77,Sweeper Keeper,Low/Medium,5,1
C. Rossi,Fiorentina,Serie A,Italy,30,CM,CDM,30.0,79,84,Right,178,82,83,71,80,83,68,79,Press Resistant,Low/Medium,3,2
J. Evans,Fiorentina,Serie A,Italy,27,CF,,15.1,74,75,Right,178,74,92,79,73,82,32,86,Target Man,High/Low,2,3
D. Oliveira,Fiorentina,Serie A,Italy,30,CAM,,34.0,83,84,Left,167,72,96,85,76,88,39,58,Inverted Winger,Medium/High,5,3
A. Novak,Fiorentina,Serie A,Italy,30,CDM,,30.0,79,84,Left,186,81,78,64,80,75,85,70,Ball Winner,Medium/Medium,2,5
M. Weber,Fiorentina,Serie A,Italy,29,CM,CAM,10.7,72,75,Left,173,75,81,68,73,84,63,74,Press Resistant,Medium/Medium,3,1
A. Oliveira,Fiorentina,Serie A,Italy,26,CB,RB,34.8,79,84,Right,185,88,72,43,74,55,80,79,Ball Winner,Low/Medium,5,4
M. Rodriguez,Fiorentina,Serie A,Italy,33,CB,CDM,31.0,80,84,Right,190,93,74,54,57,58,83,79,Ball Playing Defender,Low/Medium,3,4
D. Santos,Fiorentina,Serie A,Italy,20,CM,CDM,36.5,75,83,Right,176,74,69,79,80,77,73,81,Box to Box,High/Medium,4,3
H. Davies,Fiorentina,Serie A,Italy,22,CF,,30.1,74,81,Left,177,73,84,76,72,76,39,75,Target Man,High/Medium,2,3
A. Popovic,Fiorentina,Serie A,Italy,32,CAM,,30.0,82,82,Right,181,82,85,77,88,85,42,73,Inverted Winger,Medium/Medium,3,5
S. Evans,Fiorentina,Serie A,Italy,22,CM,CDM,46.1,81,87,Right,186,85,77,82,85,76,65,81,Box to Box,Medium/Medium,3,2
A. Johnson,Fiorentina,Serie A,Italy,34,CM,CDM,14.5,74,77,Right,187,87,82,61,79,75,69,87,Deep Playmaker,High/Medium,3,4
S. Roberts,Fiorentina,Serie A,Italy,32,RW,LM,33.5,81,85,Right,173,70,90,77,78,86,45,61,Inverted Winger,Low/Medium,3,1
M. Johnson,Fiorentina,Serie A,Italy,27,CM,CDM,32.6,81,82,Right,189,91,74,73,82,78,58,82,Ball Winner,High/High,3,3
C. Simon,Fiorentina,Serie A,Italy,18,CDM,,40.4,72,86,Left,189,94,81,66,73,75,67,87,Press Resistant,High/High,4,4
L. Brown,Fiorentina,Serie A,Italy,29,GK,,30.2,81,82,Right,197,101,43,22,62,47,30,76,Sweeper Keeper,High/Medium,2,1
J. Roberts,Fiorentina,Serie A,Italy,17,CAM,,42.6,73,86,Left,178,73,82,83,84,79,39,73,Inverted Winger,Medium/High,4,3
G. Thomas,Fiorentina,Serie A,Italy,35,LM,,28.0,80,82,Left,180,79,94,83,88,83,39,59,Inverted Winger,High/Low,4,3
J. Williams,Fiorentina,Serie A,Italy,22,CAM,,41.1,76,87,Right,179,84,85,86,84,79,47,50,Traditional Winger,Medium/High,4,1
D. Gonzalez,Atalanta,Serie A,Italy,19,CM,CDM,53.2,80,90,Left,190,85,67,82,82,75,63,82,Box to Box,Medium/High,5,5
L. Costa,Atalanta,Serie A,Italy,34,RB,LWB,23.5,77,81,Right,180,81,81,52,73,74,74,82,Press Resistant,Low/Medium,3,2
L. Laurent,Atalanta,Serie A,Italy,24,LB,,23.7,73,79,Right,176,80,83,63,72,71,72,82,Traditional Winger,Medium/High,4,5
L. Schmidt,Atalanta,Serie A,Italy,28,CM,CDM,14.9,72,77,Right,184,84,72,75,76,81,74,74,Box to Box,High/Medium,3,2
J. Jones,Atalanta,Serie A,Italy,35,RW,CAM,29.0,81,82,Left,171,67,84,84,77,87,53,74,Inverted Winger,Low/Medium,4,3
M. Smith,Atalanta,Serie A,Italy,22,LM,,43.6,80,86,Left,176,71,92,73,82,84,55,56,Inverted Winger,Medium/High,3,4
V. Weber,Atalanta,Serie A,Italy,19,CB,CDM,44.2,74,88,Right,196,93,72,46,58,61,75,77,Ball Winner,High/High,5,3
M. Martinez,Atalanta,Serie A,Italy,23,CB,,26.4,73,80,Right,184,87,81,30,58,56,74,78,Ball Winner,Low/Medium,5,4
D. Popovic,Atalanta,Serie A,Italy,25,CB,,30.0,76,82,Right,194,96,68,39,67,67,77,75,Ball Playing Defender,High/Medium,3,2
C. Muller,Atalanta,Serie A,Italy,32,GK,,25.0,77,82,Left,194,90,47,22,79,49,19,69,Sweeper Keeper,Medium/High,3,1
A. Muller,Atalanta,Serie A,Italy,32,CB,CDM,24.0,79,80,Left,190,91,79,54,68,62,84,82,Ball Playing Defender,High/Medium,4,2
L. Fischer,Atalanta,Serie A,Italy,31,CF,,13.5,73,77,Left,182,79,76,78,79,90,28,88,Poacher,Low/Medium,2,2
D. Schneider,Atalanta,Serie A,Italy,25,CB,CDM,34.0,77,84,Right,183,78,62,50,64,53,79,74,Ball Playing Defender,Medium/Medium,5,1
H. Garcia,Atalanta,Serie A,Italy,27,CB,,13.1,72,75,Left,193,89,69,30,75,59,74,71,Ball Winner,High/Low,2,1
L. Brown,Atalanta,Serie A,Italy,30,RM,,12.5,72,77,Right,176,81,83,71,82,78,58,59,Inverted Winger,Medium/High,5,4
D. Fischer,Atalanta,Serie A,Italy,18,CDM,,51.9,76,91,Right,172,72,74,60,80,80,68,85,Deep Playmaker,Low/Medium,2,5
L. Michel,Atalanta,Serie A,Italy,18,GK,,43.9,74,87,Right,190,95,32,22,82,32,27,75,Sweeper Keeper,High/Medium,2,1
D. Esposito,Atalanta,Serie A,Italy,21,CAM,,46.3,77,89,Right,169,71,86,72,80,83,38,72,Inverted Winger,High/High,4,3
S. Pereira,Atalanta,Serie A,Italy,28,RB,RWB,33.9,82,83,Left,183,81,91,51,77,76,79,76,Press Resistant,Medium/High,3,5
L. Silva,Atalanta,Serie A,Italy,27,CB,CDM,42.6,82,88,Right,194,93,80,39,66,67,87,82,Ball Winner,Low/Medium,4,2
A. Lopez,Atalanta,Serie A,Italy,34,LM,,5.0,72,72,Left,171,66,84,78,89,77,46,73,Inverted Winger,Medium/Medium,3,2
A. Rossi,Atalanta,Serie A,Italy,33,CB,CDM,36.0,82,86,Right,185,88,64,44,59,68,86,82,Ball Playing Defender,High/Medium,2,3
M. Muller,Atalanta,Serie A,Italy,22,RM,,54.1,83,91,Left,168,69,91,78,75,87,54,72,Inverted Winger,Low/Medium,2,2
T. Lopez,Frankfurt,Bundesliga,Germany,17,CF,,64.1,81,95,Right,185,86,90,86,72,76,40,84,Poacher,High/High,3,1
J. Evans,Frankfurt,Bundesliga,Germany,24,GK,,18.2,72,76,Left,185,85,37,19,81,47,26,73,Sweeper Keeper,High/Medium,5,1
V. Schmidt,Frankfurt,Bundesliga,Germany,29,CM,CDM,17.7,76,77,Right,181,80,72,69,77,86,58,77,Deep Playmaker,High/Low,5,2
D. Michel,Frankfurt,Bundesliga,Germany,19,ST,RW,53.2,80,90,Right,175,71,87,82,68,87,27,72,Target Man,High/High,5,2
T. Davies,Frankfurt,Bundesliga,Germany,19,CB,CDM,62.7,82,95,Left,191,88,60,41,72,54,82,80,Ball Playing Defender,High/Low,5,1
S. Taylor,Frankfurt,Bundesliga,Germany,32,CM,CDM,15.0,73,78,Right,180,84,81,74,75,77,61,77,Deep Playmaker,High/Medium,3,4
O. Taylor,Frankfurt,Bundesliga,Germany,18,CF,,54.4,80,90,Right,182,83,89,82,81,89,49,72,Poacher,High/Low,2,2
O. Laurent,Frankfurt,Bundesliga,Germany,33,LM,,27.5,78,83,Right,171,72,87,75,77,84,35,52,Traditional Winger,High/High,3,4
M. Thomas,Frankfurt,Bundesliga,Germany,33,RW,LM,16.0,74,78,Right,173,76,86,73,84,80,40,73,Traditional Winger,Medium/Medium,3,1
L. Brown,Frankfurt,Bundesliga,Germany,30,LW,RM,32.5,80,85,Right,171,74,89,83,80,85,42,53,Inverted Winger,Medium/High,2,5
J. Laurent,Frankfurt,Bundesliga,Germany,31,CF,,11.5,74,75,Right,182,81,89,76,67,84,43,89,Poacher,Medium/High,5,2
C. Smith,Frankfurt,Bundesliga,Germany,21,ST,CF,29.3,72,81,Right,195,100,83,77,70,87,26,71,Poacher,Medium/Medium,5,1
P. Johnson,Frankfurt,Bundesliga,Germany,31,CDM,,14.0,75,76,Right,173,78,71,77,78,84,84,75,Press Resistant,High/High,2,2
D. Pereira,Frankfurt,Bundesliga,Germany,29,GK,,29.2,80,82,Right,196,101,56,15,60,32,30,67,Sweeper Keeper,Medium/Medium,5,1
A. Schneider,Frankfurt,Bundesliga,Germany,22,CB,CDM,53.6,81,92,Right,189,84,69,34,57,69,82,85,Ball Playing Defender,Medium/High,4,4
A. Roberts,Frankfurt,Bundesliga,Germany,24,CDM,,22.2,73,78,Left,182,82,73,68,78,87,71,72,Press Resistant,Medium/High,3,2
I. Michel,Frankfurt,Bundesliga,Germany,31,RB,CB,12.0,73,76,Right,184,88,84,64,74,70,80,78,Traditional Winger,High/High,3,5
D. Roberts,Frankfurt,Bundesliga,Germany,28,CDM,,14.9,75,75,Right,184,86,84,62,76,83,75,74,Press Resistant,Low/Medium,4,4
B. Simon,Frankfurt,Bundesliga,Germany,18,CAM,,41.4,73,86,Right,178,82,85,76,79,78,55,75,Inverted Winger,Medium/High,5,1
T. Garcia,Frankfurt,Bundesliga,Germany,35,CDM,,25.5,79,81,Left,174,70,84,77,81,78,76,70,Deep Playmaker,Low/Medium,3,5
A. Dubois,Frankfurt,Bundesliga,Germany,18,CM,CDM,37.4,72,84,Right,189,92,65,76,72,88,58,76,Box to Box,Low/Medium,3,5
S. Kovacic,Frankfurt,Bundesliga,Germany,21,CAM,,49.8,79,90,Right,182,78,87,76,86,82,47,69,Traditional Winger,Medium/High,4,2
A. Johnson,Frankfurt,Bundesliga,Germany,29,CM,CDM,20.2,77,78,Right,180,76,82,81,82,88,72,86,Box to Box,Medium/High,5,1
L. Schmidt,Frankfurt,Bundesliga,Germany,32,CB,RB,12.5,72,77,Right,195,94,71,48,57,69,77,74,Ball Playing Defender,Low/Medium,2,3
V. Rossi,Frankfurt,Bundesliga,Germany,24,RB,RWB,26.7,73,81,Left,172,69,91,65,81,73,71,65,Traditional Winger,Medium/Medium,5,1
G. Simon,Wolfsburg,Bundesliga,Germany,23,LW,ST,40.9,77,87,Right,176,75,92,78,75,80,51,72,Creative Playmaker,High/Low,5,2
A. Taylor,Wolfsburg,Bundesliga,Germany,20,CM,CAM,54.0,79,92,Left,183,85,80,79,79,84,74,76,Box to Box,High/Low,4,4
L. Moreau,Wolfsburg,Bundesliga,Germany,28,ST,RW,15.4,74,76,Right,184,87,83,79,78,76,30,84,Target Man,High/High,5,5
